FileName,ItemTitle
uclalsc_uars100_704_007,Meeting within School of Nursing
uclalsc_uars100_704_008,Nurse providing care to newborn baby
uclalsc_uars100_705_001,"Contact sheet of images regarding nursing developmental disabilities, ca. 1986"
uclalsc_uars100_705_002,"Contact sheet of images regarding nursing developmental disabilities, ca. 1986"
uclalsc_uars100_705_003,"Contact sheet of images regarding nursing developmental disabilities, ca. 1986"
uclalsc_uars100_705_004,"Nurse interacting with patient, ca. 1986"
uclalsc_uars100_705_005,"Nurse interacting with patient, ca. 1986"
uclalsc_uars100_705_006,"Contact sheet of nurse interacting with patients, ca. 1986"
uclalsc_uars100_705_007,Photo of nurse
uclalsc_uars100_705_008,Photo of nurse
uclalsc_uars100_705_009,"Contact sheet of images of nurse taking a patient's pulse, ca. 1985"
uclalsc_uars100_705_010,"Contact sheet of images of nurse taking a patient's pulse, ca. 1985"
uclalsc_uars100_706_001,Nurses talking outside
uclalsc_uars100_706_002,Nurses having a discussion
uclalsc_uars100_706_003,Nurse providing care to patient
uclalsc_uars100_706_004,Nurses providing care to patient
uclalsc_uars100_706_005,Outpatient nurse at desk
uclalsc_uars100_706_006,Contact sheet of outpatient nurse conducting secretarial tasks
uclalsc_uars100_706_007,Outpatient nurse at desk
uclalsc_uars100_706_008,Contact sheet of nurses carrying out activities
uclalsc_uars100_706_009,"Contact sheet of nurse, Karen Hasler, October 3, 1984"
uclalsc_uars100_706_010,Nurse behind glass window
uclalsc_uars100_706_011,"Karen Hasler, nurse"
uclalsc_uars100_706_012,"Karen Hasler, nurse"
uclalsc_uars100_706_013,Contact sheet of nurses carrying out activities
uclalsc_uars100_706_014,Nurses talking outside
uclalsc_uars100_706_015,Nurses talking outside
uclalsc_uars100_706_016,Nurses talking outside
uclalsc_uars100_706_017,Nurses talking outside
uclalsc_uars100_706_018,Nurses talking outside
uclalsc_uars100_706_019,Contact sheet of nurses carrying out activities
uclalsc_uars100_707_001,"Contact sheet of nurses carrying out activitiesin Orthopedics, ca. 1979"
uclalsc_uars100_708_001,Nurse providing assistance to critical care patient
uclalsc_uars100_709_001,Contact sheet of nurses preparing for Operating Room
uclalsc_uars100_709_002,Nurse out of uniform walking down hall of facility
uclalsc_uars100_709_003,Contact sheet of various images of a nurse in and out of uniform
uclalsc_uars100_710_001,"Portrait of Occupational and Environmental Health Group, May 3, 1967"
uclalsc_uars100_712_002,Denise Curry on the Victory stand after the U.S. Women's Basketball Team won the gold medal in the 1984 Olympic Games
uclalsc_uars100_712_003,Sherrie Howard (second left) & other members of gold medal 1600-meter women's relay team on the Victory Stand. 
uclalsc_uars100_712_004,UCLA Volleyball Olympic gold medal winner Steve Salmons (left) on Victory Stand after winning competition
uclalsc_uars100_712_005,UCLA Volleyball Olympic Gold Medal Winner Dave Saunders During 1984 competition
uclalsc_uars100_713_001,"Graduation at Open Air Theater, ca. 1949"
uclalsc_uars100_714_001,"UCLA Opening Ceremony, October 22, 1927"
uclalsc_uars100_714_002,"Ribbon cutting at UCLA Bridge Opening Ceremony, October 22, 1927"
uclalsc_uars100_714_003,"Ribbon cutting at UCLA Bridge Opening Ceremony, October 22, 1927"
uclalsc_uars100_714_004,"Ribbon cutting at UCLA Bridge Opening Ceremony with Governor C.C. Young and Regent Dickson, October 22, 1927"
uclalsc_uars100_715_002,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_003,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_004,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_005,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_006,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_007,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_008,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_009,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_010,"Oral History Program staff member on camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_011,"Oral History Program staff member on camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_012,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_013,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_014,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_015,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_016,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_017,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_018,"Oral History Program staff members: Adelaide Tusler, Cheryl Wolf and Don Schippers"
uclalsc_uars100_715_019,"Camping trip in Oak Creek Canyon, Arizona, ca. 1966"
uclalsc_uars100_715_020,Oral History Program staff at work in office
uclalsc_uars100_715_021,Oral History Program staff with unidentified child
uclalsc_uars100_715_022,"Cheryl Wolf, staff member of Oral History Program, sitting at desk"
uclalsc_uars100_715_023,"Dale Treleven, Director, and fellow staff member of Oral History Program"
uclalsc_uars100_715_024,Jule Jenkins (middle) and other staff members of Oral History Program
uclalsc_uars100_715_025,"Photo of Oral History Program staff: Connie Bullock, Bernard Salm, Virginia (Patty) Carew "
uclalsc_uars100_716_001,View of one of UCLA's parking structures
uclalsc_uars100_716_002,View looking west toward Chemistry building and parking lot
uclalsc_uars100_716_003,View of car entering parking structure
uclalsc_uars100_716_004,View of one of UCLA's parking lots
uclalsc_uars100_716_005,View of Knudsen Hall and Inverted Fountain
uclalsc_uars100_716_006,View of UCLA parking lot
uclalsc_uars100_716_007,Cars parked on a dirt lot
uclalsc_uars100_716_008,View of one of UCLA's parking structures
uclalsc_uars100_716_009,View of one of UCLA's parking lots
uclalsc_uars100_716_010,Cars parked on a dirt lot
uclalsc_uars100_716_011,Cars parked on a dirt lot with Barker Bros sign in background
uclalsc_uars100_716_012,Cars parked near amphitheater
uclalsc_uars100_716_013,View of UCLA parking lot
uclalsc_uars100_716_014,View of UCLA parking lot
uclalsc_uars100_716_015,View of UCLA parking lot
uclalsc_uars100_716_016,View of UCLA parking lot
uclalsc_uars100_716_017,View of UCLA parking lot
uclalsc_uars100_716_018,View of UCLA parking lot
uclalsc_uars100_716_019,A man and woman walking through parking lot
uclalsc_uars100_716_020,Parking meters in one  of UCLA's parking lots
uclalsc_uars100_716_021,Parking meters in one  of UCLA's parking lots
uclalsc_uars100_716_022,Tow truck moving cars
uclalsc_uars100_716_023,Woman walking through parking lot
uclalsc_uars100_716_024,View of UCLA parking lot with Kerckhoff Hall in distance
uclalsc_uars100_716_025,View of Parking Structure #2
uclalsc_uars100_716_026,View of Parking Structure #2
uclalsc_uars100_716_027,"View of Parking Structure A, November 1962"
uclalsc_uars100_716_028,"View of UCLA parking structure, September 22, 1967"
uclalsc_uars100_716_029,View of UCLA parking structure
uclalsc_uars100_718_001,Rendering of Parking Structure A
uclalsc_uars100_718_002,View of Parking Structure A
uclalsc_uars100_718_003,"Construction of Parking Structure A, December 6, 1960"
uclalsc_uars100_719_001,Rendering of Parking Structure B
uclalsc_uars100_719_002,Parking Structure B north and east elevation schematic
uclalsc_uars100_719_003,Rendering of Parking Structure B
uclalsc_uars100_720_001,Rendering of Medical Center Parking Structure
uclalsc_uars100_720_002,View of Medical Center Parking Structure
uclalsc_uars100_721_001,Cars parked on a dirt lot with Redman Moving & Storage sign in background 
uclalsc_uars100_721_002,Woman walking through parking lot
uclalsc_uars100_721_003,Cars parked in lot with Loading Zone sign at the forefront
uclalsc_uars100_721_004,Parking meters in a UCLA parking lot
uclalsc_uars100_721_005,Car parking in parking lot
uclalsc_uars100_721_006,Car entering parking lot
uclalsc_uars100_722_001,"Aerial view of Parking Structure 3, ca. 1965"
uclalsc_uars100_722_002,View of Parking Structure 3
uclalsc_uars100_722_003,Rendering of Parking Structure L (3)
uclalsc_uars100_723_001,"View of Parking Structure E, June 12, 1972"
uclalsc_uars100_723_002,Rendering of Parking Structure E
uclalsc_uars100_724_001,Rendering of Parking Structure H
uclalsc_uars100_726_001,"Site of Parking Structure H, July 27, 1965"
uclalsc_uars100_726_002,"Site of Parking Structure H, July 27, 1965"
uclalsc_uars100_726_003,"Site of Parking Structure H, August 31, 1965"
uclalsc_uars100_726_004,"Site of Parking Structure H, August 31, 1965"
uclalsc_uars100_726_005,"Site of Parking Structure H, August 31, 1965"
uclalsc_uars100_726_006,"Site of Parking Structure H, August 31, 1965"
uclalsc_uars100_726_007,"Site of Parking Structure H, September 30, 1965"
uclalsc_uars100_726_008,"Site of Parking Structure H, October 28, 1965"
uclalsc_uars100_726_009,"Site of Parking Structure H, December 17, 1965"
uclalsc_uars100_726_010,"Site of Parking Structure H, December 17, 1965"
uclalsc_uars100_726_011,"Parking Structure H in background with Art Center in foreground, December 17, 1965"
uclalsc_uars100_726_012,"Site of Parking Structure H, February 24, 1966"
uclalsc_uars100_726_013,"Site of Parking Structure H, January 31, 1966"
uclalsc_uars100_726_014,"Site of Parking Structure H, March 24, 1966"
uclalsc_uars100_726_015,"Site of Parking Structure H, June 29, 1966"
uclalsc_uars100_726_016,"Site of Parking Structure H, September 8, 1966"
uclalsc_uars100_726_017,"Site of Parking Structure H, October 14, 1966"
uclalsc_uars100_726_018,"Site of Parking Structure H, November 29, 1966"
uclalsc_uars100_726_019,"Site of Parking Structure H, January 12, 1967"
uclalsc_uars100_726_020,"Site of Parking Structure H, January 12, 1967"
uclalsc_uars100_726_021,"Site of Parking Structure H, April 26, 1967"
uclalsc_uars100_726_022,"Site of Parking Structure H, April 26, 1967"
uclalsc_uars100_726_025,"Site of Parking Structure H, June 29, 1967"
uclalsc_uars100_726_026,"Site of Parking Structure H, June 29, 1967"
uclalsc_uars100_726_029,"Site of Parking Structure H, July 1965"
uclalsc_uars100_726_030,"Site of Parking Structure H, July 1965"
uclalsc_uars100_726_031,"Site of Parking Structure H, July 1965 "
uclalsc_uars100_726_032,"Site of Parking Structure H, July 1965 "
uclalsc_uars100_726_033,"Site of Parking Structure H, April 24, 1966"
uclalsc_uars100_726_034,"Site of Parking Structure H, May 27, 1966 "
uclalsc_uars100_726_035,"Site of Parking Structure H, February 28, 1967"
uclalsc_uars100_726_037,"Site of Parking Structure H, October 1967"
uclalsc_uars100_726_038,"Site of Parking Structure H, September 22, 1967 "
uclalsc_uars100_727_001,View of Parking Strcuture B
uclalsc_uars100_729_001,"View of Pauley Pavilion, May 1969"
uclalsc_uars100_729_002,View of Pauley Pavilion
uclalsc_uars100_729_003,"View of Pauley Pavilion and a section of the track field, ca. 1972"
uclalsc_uars100_729_004,View of Pauley Pavilion and parking lot
uclalsc_uars100_729_005,View of Pauley Pavilion and parking lot
uclalsc_uars100_729_006,View of Pauley Pavilion and parking lot
uclalsc_uars100_729_007,"Aerial view of Pauley Pavilion, ca. 1965"
uclalsc_uars100_729_008,View of Pauley Pavilion and parking lot
uclalsc_uars100_729_009,View of Pauley Pavilion and parking lot
uclalsc_uars100_729_010,"View of Pauley Pavilion, ca. 1965"
uclalsc_uars100_730_001,View of basketball court with filled bleachers inside Pauley Pavilion
uclalsc_uars100_730_002,"View of empty Pauley Pavilion, ca. 1965"
uclalsc_uars100_732_001,UCLA Phi Beta Delta Fraternity house
uclalsc_uars100_733_001,UCLA Phi Kappa Sigma Fraternity house
uclalsc_uars100_734_001,UCLA Phi Omega Pi Sorority house
uclalsc_uars100_735_001,Portrait of women in Physical Education class
uclalsc_uars100_735_002,Women's swimming class
uclalsc_uars100_735_003,Women playing volleyball
uclalsc_uars100_735_004,Women creating a human pyramid
uclalsc_uars100_735_006,Women playing volleyball
uclalsc_uars100_735_007,Women in physical education class
uclalsc_uars100_735_008,Women playing volleyball
uclalsc_uars100_735_009,Women playing volleyball
uclalsc_uars100_735_010,Ball being pitched to woman at bat
uclalsc_uars100_735_011,Women's swimming class
uclalsc_uars100_735_012,Ball being pitched to woman at bat
uclalsc_uars100_735_013,Ball being pitched to woman at bat
uclalsc_uars100_735_015,Ball being pitched to woman at bat
uclalsc_uars100_736_001,"Coach CeCe Hollingsworth and part of his gym class, June 1943"
uclalsc_uars100_736_002,"Instructor speaking to class, June 1943"
uclalsc_uars100_737_001,Women's dance class
uclalsc_uars100_737_002,Women's dance class
uclalsc_uars100_739_001,Construction of Kinsey Hall
uclalsc_uars100_739_002,Construction of Kinsey Hall
uclalsc_uars100_739_003,Construction of Kinsey Hall
uclalsc_uars100_739_004,Construction of Kinsey Hall
uclalsc_uars100_739_005,Construction of Kinsey Hall
uclalsc_uars100_739_006,Construction of Kinsey Hall
uclalsc_uars100_739_007,Interior view of Kinsey Hall under construction 
uclalsc_uars100_739_008,Interior view of Kinsey Hall under construction 
uclalsc_uars100_739_009,Construction of Kinsey Hall
uclalsc_uars100_739_010,Construction of Kinsey Hall
uclalsc_uars100_739_011,"Construction of Kinsey Hall, ca. 1928"
uclalsc_uars100_739_012,"Construction of Kinsey Hall, ca. 1928"
uclalsc_uars100_739_013,"Construction of Kinsey Hall, ca. 1929"
uclalsc_uars100_739_014,Construction of Kinsey Hall
uclalsc_uars100_739_015,Construction of Kinsey Hall
uclalsc_uars100_739_016,Construction of Kinsey Hall
uclalsc_uars100_739_017,Construction of Kinsey Hall
uclalsc_uars100_739_018,Construction of Kinsey Hall
uclalsc_uars100_739_019,Construction of Kinsey Hall
uclalsc_uars100_739_020,Construction of Kinsey Hall
uclalsc_uars100_739_021,Construction of Kinsey Hall
uclalsc_uars100_739_022,Construction of Kinsey Hall
uclalsc_uars100_739_023,Construction of Kinsey Hall
uclalsc_uars100_739_024,Construction of Kinsey Hall
uclalsc_uars100_739_025,Construction of Kinsey Hall
uclalsc_uars100_739_026,Construction of Kinsey Hall
uclalsc_uars100_739_027,Construction of Kinsey Hall
uclalsc_uars100_739_028,Construction of Kinsey Hall
uclalsc_uars100_739_029,"Construction of Kinsey Hall, November 1, 1928"
uclalsc_uars100_739_030,"Construction of Kinsey Hall, ca. 1928"
uclalsc_uars100_739_031,"Construction of Kinsey Hall, February 27, 1932"
