FileName,ItemTitle
uclalsc_uars100_008_012,"Aerial view of Westwood looking north from Santa Monica Boulevard, 1922"
uclalsc_uars100_008_013,"Aerial view of Westwood, October 1927"
uclalsc_uars100_008_014,"Aerial view of Westwood, 1923"
uclalsc_uars100_008_015,"Aerial view of Westwood, 1924"
uclalsc_uars100_009_001,"Aerial view of Westwood campus, November 22, 1929"
uclalsc_uars100_009_002,"Aerial view of Westwood campus, September 14, 1929"
uclalsc_uars100_009_003,"Aerial view of Westwood looking north from Santa Monica Boulevard, October 1929"
uclalsc_uars100_009_004,"Aerial view of Westwood campus, ca. 1920s"
uclalsc_uars100_009_005,"Aerial view of Westwood campus, November 22, 1929"
uclalsc_uars100_009_006,"Aerial view of Moore Hall, September 14, 1929"
uclalsc_uars100_009_007,"Aerial view of Westwood from Santa Monica Blvd, December 10, 1926"
uclalsc_uars100_009_008,"Aerial view of Westwood campus, 1929"
uclalsc_uars100_010_001,"Aerial view of Westwood campus, October 23, 1936"
uclalsc_uars100_010_002,"Aerial view of Westwood campus, esplanade, arroyo, and bridge, ca. 1930's"
uclalsc_uars100_010_003,"Aerial view of Westwood campus, Sparce, 1931"
uclalsc_uars100_010_004,"Aerial view of Westwood campus, August 6, 1931"
uclalsc_uars100_010_005,"Aerial view of Westwood campus, ca. 1930's"
uclalsc_uars100_010_006,"Aerial view of Westwood campus, August 6, 1931 "
uclalsc_uars100_010_007,"Aerial view of Westwood Village, 1934"
uclalsc_uars100_010_009,"Aerial view of Westwood campus, 1936"
uclalsc_uars100_010_010,"Aerial view of Westwood campus, 1933"
uclalsc_uars100_010_011,"Aerial view of Westwood campus, ca. 1935"
uclalsc_uars100_010_012,"Aerial view of Westwood campus, looking west, 1930"
uclalsc_uars100_010_013,"Aerial view of Westwood campus, Kerckhoff Hall, 1936"
uclalsc_uars100_010_015,"Aerial view of Westwood Village, ca. 1930's"
uclalsc_uars100_010_016,"""Historical View of the Westwood Campus"", ca. 1930's"
uclalsc_uars100_010_017,"Aerial View of Westwood Village, ca. 1930's"
uclalsc_uars100_010_018,"Aerial view of Westwood campus, ca. 1935"
uclalsc_uars100_010_019,"Aerial view of Westwod campus, ca. 1930's"
uclalsc_uars100_011_001,"Aerial view of Westwood campus, Westwood Village, March 23, 1936"
uclalsc_uars100_011_002,"Aerial view of Westwood campus, January 21, 1930"
uclalsc_uars100_011_003,"Aerial view of Westwood campus, September 17, 1935"
uclalsc_uars100_011_004,"Aerial view of Westwood campus, Westwood Village, ca. 1929-1930"
uclalsc_uars100_011_005,"Aerial view of Westwood campus, January 15, 1938"
uclalsc_uars100_011_006,"Aerial view of Westwood campus, May 3, 1935"
uclalsc_uars100_011_007,"Aerial view of Westwood campus, February 17, 1930"
uclalsc_uars100_011_008,"Aerial view of Westwood Village, December 15, 1931"
uclalsc_uars100_011_012,"Aerial view of Westwood campus, Westwood Village, ca. 1930's"
uclalsc_uars100_011_013,"Aerial view of Westwood campus, ca. 1932"
uclalsc_uars100_011_014,"Aerial view of Westwood campus, ca. 1930"
uclalsc_uars100_011_017,"Aerial view of Westwood campus, Westwood Village, ca. 1930"
uclalsc_uars100_011_020,"Aerial view of Westwood campus, Westwood Village, ca. 1932"
uclalsc_uars100_011_021,"Aerial view of Westwood campus, ca. 1930"
uclalsc_uars100_011_022tif,"Westwood campus, 1931"
uclalsc_uars100_012_001,"Aerial view of Westwood campus, August 11, 1947"
uclalsc_uars100_012_003,"Aerial view of Westwood campus, ca. 1940's"
uclalsc_uars100_012_004,"Aerial view of Westwood campus, January 1946"
uclalsc_uars100_012_005,"Aerial view of Westwood campus, ca. 1940's "
uclalsc_uars100_012_007,"Aerial view of Westwood campus, ca. 1940's"
uclalsc_uars100_012_008,"Aerial view of Westwood campus, ca. 1940's"
uclalsc_uars100_012_009,"Aerial view of Westwood campus, ca. November 1946"
uclalsc_uars100_012_010,"Aerial view of Westwood campus, ca. 19040's"
uclalsc_uars100_012_011,"Aerial view of Westwood campus, Westwood Village, ca. 1940's"
uclalsc_uars100_012_013,"Aerial view of Westwood campus, Westwood Village, ca. 1940"
uclalsc_uars100_013_001,"Aerial view of University of California, Los Angeles, ca. 1950's"
uclalsc_uars100_013_002,"Aerial view of University of California, Los Angeles, ca. 1950's"
uclalsc_uars100_013_004,"Aerial view of University of California, Los Angeles, Westwood Village, ca. 1950's"
uclalsc_uars100_013_006,"Aerial view of Westwood Village, ca. 1950's"
uclalsc_uars100_013_007,"Aerial view of Westwood Village, ca. 1950's"
uclalsc_uars100_013_009,"Aerial view of University of California, Los Angeles, ca. 1950's"
uclalsc_uars100_013_011,"Aerial view of West Los Angeles, ca. 1950's"
uclalsc_uars100_013_012,"Aerial view of West Los Angeles, ca. 1950's"
uclalsc_uars100_013_013,"Aerial view of Landmarks in West Los Angeles, ca. 1950's"
uclalsc_uars100_013_014,"Aerial view of University of California, Los Angeles Landmarks, ca. 1950's"
uclalsc_uars100_013_015,"Aerial view of University of California, Los Angeles, ca. 1950's"
uclalsc_uars100_013_017,"Aerial view of University of California, Los Angeles, ca. 1950's"
uclalsc_uars100_013_018,"Aerial view of Westwood Village, ca. 1950's"
uclalsc_uars100_013_020,"Aerial view of West Los Angeles, ca. 1950's"
uclalsc_uars100_013_021,"Aerial view of West Los Angeles, ca. 1950's"
uclalsc_uars100_013_023,"Aerial view of Westwood Village, ca. 1950's"
uclalsc_uars100_013_024,"Aerial view of West Los Angeles, ca. 1950's"
uclalsc_uars100_013_025,"Aerial view of West Los Angeles, ca. 1950's"
uclalsc_uars100_013_026,"Aerial view of West Los Angeles, ca. 1950's"
uclalsc_uars100_013_027,"Aerial view of West Los Angeles, ca. 1950's"
uclalsc_uars100_013_028,"Aerial view of West Los Angeles, ca. 1950's"
uclalsc_uars100_013_029,"Aerial view of West Los Angeles, July 12, 1955"
uclalsc_uars100_013_030,"Aerial view of University of California, Los Angeles, November 17, 1959"
uclalsc_uars100_013_032,"Aerial view of University of California, Los Angeles, November 17, 1959"
uclalsc_uars100_013_034,"Aerial view of University of California, Los Angeles, July 12, 1955"
uclalsc_uars100_013_035,"University of California, Los Angeles, October 19, 1953"
uclalsc_uars100_013_036,"Aerial view of University of California, Los Angeles, April 4, 1956"
uclalsc_uars100_013_037,"Aerial view of University of California, Los Angeles, 1953"
uclalsc_uars100_013_038,"Aerial view of University of California, Los Angeles, December 2, 1959"
uclalsc_uars100_013_039,"Aerial view of University of California, Los Angeles, ca. 1950"
uclalsc_uars100_013_040,"Aerial view of University of California, Los Angeles, 1956"
uclalsc_uars100_014_002,"University of California, Los Angeles, North Campus, ca. 1950's"
uclalsc_uars100_014_003,"University of California, Los Angeles, courtyard, ca. 1950's"
uclalsc_uars100_014_004,"University of California, Los Angeles, baseball field, ca. 1950's"
uclalsc_uars100_014_005,"Aerial view of University of California, Los Angeles, ca. 1950's"
uclalsc_uars100_014_006,"Aerial view of University of California, Los Angeles, ca. 1950's"
uclalsc_uars100_014_007,"Aerial view of University of California, Los Angeles, September 23, 1953"
uclalsc_uars100_014_008,"Aerial view of University of California, Los Angeles, North Campus"
uclalsc_uars100_014_009,"Aerial view of University of California, Los Angeles, July 1956"
uclalsc_uars100_014_010,"Aerial view of University of California, Los Angeles, March 18, 1955"
uclalsc_uars100_014_012,"University of California, Los Angeles Medical Center, February 24, 1954"
uclalsc_uars100_015_001,"Aerial view of University of California, Los Angeles, ca. 1966-1967"
uclalsc_uars100_015_002,"Aerial view of University of California, Los Angeles, 1965"
uclalsc_uars100_015_003,"Aerial view of University of California, Los Angeles, ca. 1961"
uclalsc_uars100_015_004,"Aerial view of University of California, Los Angeles, February, 1960"
uclalsc_uars100_015_005,"Aerial view of University of California, Los Angeles, ca. 1960's"
uclalsc_uars100_015_006,"Aerial view of University of California, Los Angeles, ca. 1963"
uclalsc_uars100_015_007,"Aerial view of University of California, Los Angeles, February, 1960"
uclalsc_uars100_015_008,"Aerial view of University of California, Los Angeles, ca. 1961"
uclalsc_uars100_015_010,"Aerial view of University of California, Los Angeles and Westwod Village, ca. 1960's"
uclalsc_uars100_015_011,"Aerial view of University of California, Los Angeles, 1965"
uclalsc_uars100_015_012,"Aerial view of University of California, Los Angeles, ca. 1965"
uclalsc_uars100_015_013,"Aerial view of University of California, Los Angeles, West Los Angeles, 1962-1963"
uclalsc_uars100_015_015,"Aerial view of University of California, Los Angeles, Westwood Village, 1963"
uclalsc_uars100_015_016,"Aerial view of University of California, Los Angeles, ca. 1960's"
uclalsc_uars100_015_017,"Aerial view of University of California, Los Angeles, February, 1960"
uclalsc_uars100_016_001,"Aerial view of University of California, Los Angeles, Westwood Village, Bel Air, Jules Stein Eye Institute, UCLA Center for Health Sciences, ca. 1975"
uclalsc_uars100_029_002,"Powell Library during an air raid drill, April 24, 1954"
uclalsc_uars100_029_003,"Powell Library during an air raid drill, April 24, 1954"
uclalsc_uars100_029_004,"Powell Library during an air raid drill, April 24, 1954"
uclalsc_uars100_029_007,"Powell Library during an air raid drill, April 24, 1954"
uclalsc_uars100_029_008,"Powell Library during an air raid drill, April 24, 1954"
uclalsc_uars100_030_002,Exterior of the Alpha Chi Omega Sorority House
uclalsc_uars100_031_002,Exterior of the Alpha Delta Pi Sorority House
uclalsc_uars100_031_003,Students leaving Alpha Delta Pi Sorority House
uclalsc_uars100_032_002,Exterior of the Alpha Delta Theta Sorority house
uclalsc_uars100_033_002,Exterior of the Alpha Gamma Delta Sorority house
uclalsc_uars100_034_001,Exterior of the Alpha Omicron Pi Sorority house
uclalsc_uars100_035_001,Exterior of the Alpha Phi Sorority house
uclalsc_uars100_035_002,Exterior of the Alpha Phi Sorority house
uclalsc_uars100_036_001,Exterior of the Alpha Sigma Phi Fraternity house
uclalsc_uars100_037_001,Exterior of the Alpha Xi Delta Sorority house
uclalsc_uars100_038_001,"Three founding members of University of California, Los Angeles Alumni Association"
uclalsc_uars100_043_001,Two people sitting on a bench outside the Anderson Graduate School of Management
uclalsc_uars100_043_002,"""The Graduate School fo Business Administration - University of California - Los Angeles"""
uclalsc_uars100_045_001,"Panel at the ANTA National Convention, 1966"
uclalsc_uars100_045_002,"Panel at the ANTA National Convention, 1966"
uclalsc_uars100_046_001,Anthropology student mapping seashells
uclalsc_uars100_047_001,"Apollo 14 Astronauts, Royce Hall, March 30, 1971"
uclalsc_uars100_048_001,"Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_002,"Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_003,"Participants in the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_004,"Participants in the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_006,"Speaker at the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_007,"Participants in the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_008,"Speaker and participants at the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_009,"Speaker and participants at the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_010,"Audience and camera person at the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_011,"Participants in the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_012,"Two participants posing outside during the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_013,"Workshop scene from the Design Seminar for the School of Architecture, 1982"
uclalsc_uars100_048_014,"Presenter at the Design Seminar for the School of Architecture, 1982"
uclalsc_uars100_048_015,"Presenter and participants at the Design Seminar for the School of Architecture, 1982"
uclalsc_uars100_048_016,"Audience members at the Design Seminar for the School of Architecture, 1982"
uclalsc_uars100_048_017,"Audience members at the Design Seminar for the School of Architecture, 1982"
uclalsc_uars100_048_018,"Presenter at the Design Seminar for the School of Architecture, 1982"
uclalsc_uars100_048_019,"Participants in the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_020,"Participants in the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_021,"Participants in the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_022,"Participants in the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_023,"Participants in the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_048_024,"Participants in the Design Seminar for School of Architecture, 1982"
uclalsc_uars100_050_001,Two men and a woman interact with a Grad School of Architecture + Urban Planning Student Project 
uclalsc_uars100_054_001,"View of the Industrial Design from Japan Exhibit, 1964"
uclalsc_uars100_054_002,"View of the Industrial Design from Japan Exhibit, 1964"
uclalsc_uars100_055_001,Scene of woman attending exhibit
uclalsc_uars100_055_002,Presenter and audience at sculpture exhibit
uclalsc_uars100_055_003,Paper fish art installation 
uclalsc_uars100_055_005,"Italian artist, Gio Ponti, discussing his works with Professor Fred Wright, Dean George Dudley and unidentified man"
uclalsc_uars100_055_006,View of backdrop and props for unidentified production
uclalsc_uars100_055_007,Candid photograph of unidentified group
uclalsc_uars100_055_008,Side view of unidentified statue
uclalsc_uars100_055_009,Side view of unidentified statue
uclalsc_uars100_062_001,"Crowd gathered around part of the traveling Atomic Energy Exhibit, 1951"
uclalsc_uars100_062_002,"Two students interact with the Mineral Exhibit at the traveling Atomic Energy Exhibit, 1951"
uclalsc_uars100_062_003,Students gathered in front of a model atomic pile at the Atomic Energy Exhibit
uclalsc_uars100_062_004,"Mr. and Mrs. G.F. Keeley of Homewood, Alabama show children, Carol and Steve a participation exhibit at the Atomic Energy Exhibit"
uclalsc_uars100_062_005,"Earl Duff, a Museum staff member, presents for U.S. State Department officials, E. Lee Fairley and Henry J. Kellerman"
uclalsc_uars100_062_006,"View of the Atomic Energy Exhibit as it was set up in Birmingham, Alabama"
uclalsc_uars100_062_007,"Visitors look on as exhibit presenter demonstrates the Dunning Experiment, October 1951"
uclalsc_uars100_062_008,"Visitors at the Atomic Energy Exhibit examine panels that provide basic facts about the atom, October 1951"
uclalsc_uars100_062_009,"A group stands listening to an exhibit presenter at the Atomic Energy Exhibit, October 1951"
uclalsc_uars100_062_010,"M.T. Clark, Acting Chairman of the University Relations Division, stands in front of introductory panel with visitor to the exhibit"
uclalsc_uars100_062_011,Students look on as an exhibit demonstrator explains equipment at the traveling Atomic Energy Exhibit
uclalsc_uars100_062_012,"Officials inspect exhibit which introduces the traveling Atomic Energy Exhibit at its premiere showing in Birmingham, Alabama"
uclalsc_uars100_062_013,"Students view the Dunning exhibit at the traveling Atomic Energy Exhibit, 1951"
uclalsc_uars100_063_001,Frances Miller of the Atomic Energy Project holds up an atomic radiation indicator
uclalsc_uars100_063_004,"Frances Miller of the Atomic Energy Project holds up a ""dosimeter,"" an atomic radiation indicator"
uclalsc_uars100_063_006,"Frances Miller of the Atomic Energy Project holds up a ""dosimeter,"" an atomic radiation indicator"
uclalsc_uars100_063_008,Two men examine equipment as part of the Atomic Energy Project at U.ca.L.A.
uclalsc_uars100_063_009,Radiation indicators produced by the experiments of the U.ca.L.A. Atomic Energy Project
uclalsc_uars100_063_010,"Frances Miller of the Atomic Energy Project holds up a ""dosimeter,"" an atomic radiation indicator"
uclalsc_uars100_064_001,Presenter at auction demonstrates a suitcase to bidders
uclalsc_uars100_678_001,Exterior view of Moore Hall
uclalsc_uars100_678_002,Exterior view of Moore Hall
uclalsc_uars100_678_003,Exterior view of Moore Hall
uclalsc_uars100_678_004,Exterior view of Moore Hall
uclalsc_uars100_678_005,Exterior view of Moore Hall
uclalsc_uars100_678_006,Exterior view of Moore Hall
uclalsc_uars100_678_007,Unidentified group sitting around table in Moore Hall room
uclalsc_uars100_678_008,Two women being helped at counter in administrative room of Moore Hall
uclalsc_uars100_678_009,"Unidentified group sitting in room in Moore Hall, looking over print materials"
uclaslc_uars100_678_010,View of study room in Moore Hall
uclalsc_uars100_678_011,Students working with projectors in Moore Hall
uclalsc_uars100_678_012,Classroom in Moore Hall
uclalsc_uars100_678_013,Study area in Moore Hall
uclalsc_uars100_678_015,Exterior view of Moore Hall
uclalsc_uars100_678_016,Exterior view of Moore Hall
uclalsc_uars100_678_017,Exterior view of Moore Hall
uclalsc_uars100_678_018,Façade decorations of Moore Hall
uclalsc_uars100_678_019,Exterior view of Moore Hall
uclalsc_uars100_678_020,Exterior view of Moore Hall
uclalsc_uars100_678_021,Exterior view of Moore Hall
uclalsc_uars100_678_022,Exterior view of Moore Hall
uclalsc_uars100_678_024,Postcard of Moore Hall 
uclalsc_uars100_678_025,Exterior view of Moore Hall
uclalsc_uars100_678_026,Exterior view of Moore Hall
uclalsc_uars100_678_027,Exterior view of Moore Hall
uclalsc_uars100_678_028,Exterior view of Moore Hall
uclalsc_uars100_678_029,Exterior view of Moore Hall
uclalsc_uars100_678_030,Exterior view of Moore Hall
uclalsc_uars100_678_031,Exterior view of Moore Hall
uclalsc_uars100_678_032,Exterior view of Moore Hall
uclalsc_uars100_678_033,Exterior view of Moore Hall
uclalsc_uars100_678_034,Exterior view of Moore Hall
uclalsc_uars100_678_035,Exterior view of Moore Hall
uclalsc_uars100_678_036,Exterior view of Moore Hall
uclalsc_uars100_678_037,Exterior view of Moore Hall
uclalsc_uars100_678_038,Exterior view of Moore Hall
uclalsc_uars100_678_039,"Exterior view of Moore Hall from west, ca. 1930s"
uclalsc_uars100_678_041,"Exterior view of Moore Hall,  ca. 1930s"
uclalsc_uars100_678_042,Students exitting Moore Hall
uclalsc_uars100_678_043,Exterior view of Moore Hall
uclalsc_uars100_678_044,"Exterior view of Moore Hall, ca. 1930s"
uclalsc_uars100_678_045,"Exterior view of Moore Hall with Kirckhoff in background, ca. 1930s"
uclalsc_uars100_678_046,Exterior view of Moore Hall
uclalsc_uars100_679_001,"Moore Hall under construction, September 1, 1929"
uclalsc_uars100_679_002,"Moore Hall under construction, July 15, 1929"
uclalsc_uars100_679_003,"Moore Hall under construction, July 15, 1929"
uclalsc_uars100_679_004,"Moore Hall under construction, ca. 1929"
uclalsc_uars100_679_005,"Moore Hall under construction, July 15, 1929"
uclalsc_uars100_679_006,"Moore Hall under construction, August 1, 1929"
uclalsc_uars100_679_007,"Moore Hall under construction, May 15, 1929"
uclalsc_uars100_679_008,"Moore Hall under construction, ca. 1929"
uclalsc_uars100_679_010,"Moore Hall under construction, July 15, 1929"
uclalsc_uars100_679_011,"Moore Hall under construction, July 15, 1929"
uclaslc_uars100_680_001,"Student film production, ca. 1965"
uclalsc_uars100_681_001,Construction of Westwood campus
uclalsc_uars100_681_002,Woman in front of Royce Hall where art department is located
uclalsc_uars100_681_003,Man on UCLA campus with Ford
uclalsc_uars100_681_004,"First assembly in Royce Hall, September 23, 1929 "
uclalsc_uars100_681_005,"Crowd heads to Royce Hall for registration, September 20, 1929 "
uclalsc_uars100_681_006,"Vermont Campus Fine Arts Building before move, August 14, 1929"
uclalsc_uars100_681_007,"Woman in front of Royce Hall where art department is located, August 17, 1929"
uclalsc_uars100_681_008,"Mrs. Hazeu walking near Physics building, September 14, 1929"
uclalsc_uars100_681_009,"Path to Education Building, October 5, 1929"
uclalsc_uars100_681_010,"Janss Steps with Royce Hall and Library in background, September 30, 1929"
uclalsc_uars100_681_011,"Moving day from Vermont campus to Westwood, August 14, 1929"
uclalsc_uars100_681_012,"Janss Steps with Royce Hall and Library in background, August 21, 1929"
uclalsc_uars100_681_013,Moving from Vermont campus to Westwood
uclalsc_uars100_681_014,"Crowd heads to Royce Hall for registration, September 20, 1929 "
uclalsc_uars100_681_015,"Moving day from Vermont campus to Westwood, August 14, 1929"
uclalsc_uars100_681_016,Construction of Westwood campus
uclalsc_uars100_681_017,"Moving day from Vermont campus to Westwood, ca. 1929"
uclalsc_uars100_681_018,Men moving furniture
uclalsc_uars100_681_019,"First moving day from Vermont campus to Westwood with UCLA students, May 11, 1929"
uclalsc_uars100_681_020,"Moving to Westwood, ca. 1929"
uclalsc_uars100_683_002,Architectural rendering of Administration Building addition
uclalsc_uars100_684_001,Exterior view of Murphy Hall
uclalsc_uars100_684_003,"Exterior view of Murphy Hall, June 1952"
uclalsc_uars100_684_004,"Exterior view of Murphy Hall, ca. 1955"
uclalsc_uars100_685_001,"Murphy Hall under construction, July 1936"
uclalsc_uars100_685_002,"Murphy Hall under construction, July 1936"
uclalsc_uars100_685_003,"Murphy Hall under construction, June 1936"
uclalsc_uars100_685_004,"Murphy Hall under construction, June 1936"
uclalsc_uars100_685_005,Murphy Hall under construction
uclalsc_uars100_685_006,Murphy Hall under construction
uclalsc_uars100_686_001,Exterior view of Murphy Hall
uclalsc_uars100_686_002,"Exterior view of Murphy Hall during Homecoming, October 18, 1952"
uclalsc_uars100_686_004,"Exterior view of Murphy Hall, ca. 1937"
uclalsc_uars100_687_001,Choir standing on stage
uclalsc_uars100_687_002,Orchestra class
uclalsc_uars100_687_003,Orchestra class
uclalsc_uars100_687_004,Orchestra class
uclalsc_uars100_687_005,Orchestra class
uclalsc_uars100_687_006,Orchestra class
uclalsc_uars100_687_007,Orchestra class
uclalsc_uars100_687_008,Orchestra class
uclalsc_uars100_687_009,Orchestra class
uclalsc_uars100_687_010,Orchestra class
uclalsc_uars100_687_011,Orchestra class
uclalsc_uars100_687_013,Student with French Horn
uclalsc_uars100_687_014,Student playing saxophone
uclalsc_uars100_687_015,Perfomance in Music Department class
uclalsc_uars100_687_016,Students playing a Chinese zither and a bamboo flute
uclalsc_uars100_687_017,Musical performance outside of Royce Hall 
uclalsc_uars100_687_018,Students playing Chinese zithers
uclalsc_uars100_687_019,Musical performance outside of Royce Hall 
uclalsc_uars100_687_020,Violinists and Bass player 
uclalsc_uars100_687_021,Orchestra performance
uclalsc_uars100_687_022,Students playing guitars
uclalsc_uars100_687_023,Musical performance on stage
uclalsc_uars100_687_024,Orchestra performance by fountain
uclalsc_uars100_687_025,Students playing French Horn
uclalsc_uars100_687_026,Orchestra performance
uclalsc_uars100_687_027,Piano class
uclalsc_uars100_688_001,Orchestra performance by fountain
uclalsc_uars100_688_002,"Students playing pianos, ca. 1990"
uclalsc_uars100_688_003,Class in Music Department
uclalsc_uars100_688_004,Students playing trumpets
uclalsc_uars100_688_005,Orchestra performance on stage
uclalsc_uars100_688_006,Orchestra performance on stage
uclalsc_uars100_688_007,Student playing drum
uclalsc_uars100_688_008,Student playing tuba
uclalsc_uars100_688_009,UCLA Jazz Ensemble
uclalsc_uars100_688_010,View of conductor during musical performance outdoors
uclalsc_uars100_688_011,Musical performance outdoors 
uclalsc_uars100_689_001,Dr. Franz N.D. Kurie discussing plans with Captain P.W. Hord in Navy Electronics Laboratory
uclalsc_uars100_689_002,Exterior view of Navy Electronics Laboratory
uclalsc_uars100_691_001,Mental Retardation Interdisciplinary Training Program
uclalsc_uars100_691_002,Sign for Neuropsychiatric Institute
uclalsc_uars100_691_003,"Exterior view of Neuropsychiatric Institute, ca. 1961"
uclalsc_uars100_692_001,"Exterior view of Neuropsychiatric Institute, September 7, 1960"
uclalsc_uars100_692_002,"Exterior view of Neuropsychiatric Institute, September 7, 1960"
uclalsc_uars100_692_003,"Exterior view of Neuropsychiatric Institute, September 7, 1960"
uclalsc_uars100_692_004,"Exterior view of Neuropsychiatric Institute, September 7, 1960"
uclalsc_uars100_693_001,"Mrs. Maurice Foonberg, Dr. Norman Q. Brill and Elsa Wein discuss new mural in Institute's children's waiting room, January 9, 1962"
uclalsc_uars100_697_001,View of North Campus food court 
uclalsc_uars100_697_002,"View of North Campus outdoor plaze, September 7, 1980"
uclalsc_uars100_698_001,View of Nuclear Medicine and Radiation Biology Laboratory
uclalsc_uars100_698_002,"View of Nuclear Medicine and Radiation Biology Laboratory, ca. 1962"
uclalsc_uars100_698_003,"View of Nuclear Medicine and Radiation Biology Laboratory, ca. 1962"
uclalsc_uars100_698_004,View of Nuclear Medicine and Radiation Biology Laboratory
uclalsc_uars100_698_005," Dr. Chauncey Starr and Dr. Stafford L. Warren with first atomic energy reactor, ca. 1955 "
uclalsc_uars100_698_006,"Interior view of Nuclear Medicine and Radiation Biology Laboratory, ca. 1980"
uclalsc_uars100_699_001,"Chancellor Vern O. Knudsen speaking at Cornerstone Ceremony, May 21, 1960"
uclalsc_uars100_699_002,"Nuclear medicine and radiation biology laboratory cornerstone ceremony, May 21, 1960"
uclalsc_uars100_699_003,"Nuclear medicine and radiation biology laboratory cornerstone ceremony, May 21, 1960"
uclalsc_uars100_699_005,"Dr. Charles Dunham and Dean Stafford Warren pose with Corner Stone Box with one of the samples of ""Trinitite"" fused soil from under first atomic weapons test, May 21, 1960"
uclalsc_uars100_699_007,"Dr. Joseph F. Ross  and Kermit Larson at Cornerstone Ceremony, May 21, 1960"
uclalsc_uars100_699_008,"Dr. Joseph F. Ross  and Kermit Larson at Cornerstone Ceremony, May 21, 1960"
uclalsc_uars100_699_009,"Dr. Joseph F. Ross and Dr. George V. Taplin at Cornerstone Ceremony, May 21, 1960"
uclalsc_uars100_699_010,"Nuclear medicine and radiation biology laboratory cornerstone ceremony, May 21, 1960"
uclalsc_uars100_699_011,"Dr. Charles L. Dunham speaking at Cornerstone Ceremony, May 21, 1960"
uclalsc_uars100_699_012,"Nuclear medicine and radiation biology laboratory cornerstone ceremony, May 21, 1960"
uclalsc_uars100_699_013,"Nuclear medicine and radiation biology laboratory cornerstone ceremony, May 21, 1960"
uclalsc_uars100_699_014,"Crowd gathering for Nuclear medicine and radiation biology laboratory cornerstone ceremony, May 21, 1960"
uclalsc_uars100_699_015,"Nuclear medicine and radiation biology laboratory cornerstone ceremony, May 21, 1960"
uclalsc_uars100_699_016,"Nuclear medicine and radiation biology laboratory cornerstone ceremony, May 21, 1960"
uclalsc_uars100_699_017,"Nuclear medicine and radiation biology laboratory cornerstone ceremony, May 21, 1960"
uclalsc_uars100_699_018,"Crowd at Nuclear medicine and radiation biology laboratory cornerstone ceremony, May 21, 1960"
uclalsc_uars100_701_001,Image of nurse
uclalsc_uars100_701_002,"Contact sheet of images from School of Nursing, 1982"
uclalsc_uars100_701_003,"Contact sheet of images from School of Nursing, 1982"
uclalsc_uars100_701_004,"Contact sheet of images from School of Nursing, 1982"
uclalsc_uars100_701_005,"Image for School of Nursing brochure, 1982"
uclalsc_uars100_701_006,"Image for School of Nursing brochure, 1982"
uclalsc_uars100_701_007,"Image for School of Nursing brochure, 1982"
uclalsc_uars100_701_008,"Contact sheet of images from School of Nursing, 1982"
uclalsc_uars100_701_009,"Contact sheet of images from School of Nursing, 1982"
uclalsc_uars100_701_010,"Contact sheet of images from School of Nursing, 1982"
uclalsc_uars100_701_011,"Contact sheet of images from School of Nursing, 1982"
uclalsc_uars100_701_012,"Contact sheet of images from School of Nursing, 1982"
uclalsc_uars100_701_013,School of Nursing
uclalsc_uars100_702_001,Portrait of Lulu Hassenplug
uclalsc_uars100_702_002,Portrait of Dean Rheba de Tornyay
uclalsc_uars100_703_001,School of Nursing students
uclalsc_uars100_703_002,Nurse providing care to child
uclalsc_uars100_703_003,Nurse providing care to patient
uclalsc_uars100_703_004,Portrait of woman affiliated with School of Nursing
uclalsc_uars100_703_005,Keiro Nursing Home in Lincoln Heights
uclalsc_uars100_703_006,Utilization of the two-way mirror
uclalsc_uars100_703_007,Students presenting clinical data for discussion
uclalsc_uars100_703_008,Nurse providing care to patient
uclalsc_uars100_703_009,Nurse providing care to patient
uclalsc_uars100_703_010,Nurse providing care to patient
uclalsc_uars100_703_011,Nurse handing newborn baby to mother
uclalsc_uars100_703_012,Nurse providing care to patient
uclalsc_uars100_703_013,Meeting within School of Nursing
uclalsc_uars100_703_014,Occupational health field observation in local plant
uclalsc_uars100_703_015,Investigation of the heart rate changes during crying in infancy
uclalsc_uars100_703_016,Dressing for medical procedure
uclalsc_uars100_704_001,Students study in library 
uclalsc_uars100_704_002,Investigation of the heart rate changes during crying in infancy
uclalsc_uars100_704_003,Practice teacher discusses learning theory with University professor in seminar
uclalsc_uars100_704_004,Nurse checks heart rate of patient
uclalsc_uars100_704_005,Nurse providing care to child
uclalsc_uars100_704_006,Patient interrupts graduate student collecting data on heart rate
